,block_number,timestamp_utc,gas_burned_eth,gas_burned_fiat
0,13384662,2021-10-09 12:54:14,0.002322955939049372,8.368406351710425
1,13384699,2021-10-09 13:02:36,0.02665447185210288,95.97591408598454
2,13384552,2021-10-09 12:31:22,0.01292224326330504,46.51796466027248
3,13219095,2021-09-13 18:57:05,0.011388494042904904,36.68963638322286
4,13173147,2021-09-06 16:03:46,0.003949222430013,15.503922806649872
5,13322294,2021-09-29 18:32:31,0.07134806261804817,201.00983904330738
6,13225143,2021-09-14 17:23:02,0.001865683693356,6.305808296996959
7,13219090,2021-09-13 18:55:36,0.003197240657586718,10.299758921504571
8,13384645,2021-10-09 12:51:42,0.003163937410891992,11.402055182754735
9,13384662,2021-10-09 12:54:14,0.002326813837576393,8.382304360706232
